mzmed,rtmed,180914JBIS_1,180914JBIS_2,180914JBIS_3,180914JNGJ_1,180914JNGJ_2,180914JNGJ_3,180914QC,180915CBCJ1_1,180915CBCJ1_2,180915CBCJ1_3,180915GBYJ_1,180915GBYJ_2,180915GBYJ_3,180915GGGP_1,180915GGGP_2,180915GGGP_3,180915JNMA_1,180915JNMA_2,180915JNMA_3,180915QC,180916GBAD1_1,180916GBAD1_2,180916GBAD1_3,180916GBCG_1,180916GBCG_2,180916GBCG_3,180916GGPJ_1,180916GGPJ_2,180916GGPJ_3,180916JBJJ_1,180916JBJJ_2,180916JBJJ_3,180916QC,180917CNDJ_1,180917CNDJ_2,180917CNDJ_3,180917CNSC_1,180917CNSC_2,180917CNSC_3,180917GNJJ1_1,180917GNJJ1_2,180917GNJJ1_3,180917GWIJ_1,180917GWIJ_2,180917GWIJ_3,180917QC,180919CBGS_1,180919CBGS_2,180919CBGS_3,180919CNGJ_1,180919CNGJ_2,180919CNGJ_3,180919GGGH_1,180919GGGH_2,180919GGGH_3,180919GGGY_1,180919GGGY_2,180919GGGY_3,180919JBWJ_1,180919JBWJ_2,180919JBWJ_3,180919JJJJ_1,180919JJJJ_2,180919JJJJ_3,180919JNYS_1,180919JNYS_2,180919JNYS_3,180919QC,180920CBCH_1,180920CBCH_2,180920CBCH_3,180920GGIC1_1,180920GGIC1_2,180920GGIC1_3,180920GGYP_1,180920GGYP_2,180920GGYP_3,180920GNCW_1,180920GNCW_2,180920GNCW_3,180920GWCC_1,180920GWCC_2,180920GWCC_3,180920JNMP_1,180920JNMP_2,180920JNMP_3,180920QC1,180920QC2,180928RI,181004CHAH_1,181004CHAH_2,181004CHAH_3,181004CHGL_1,181004CHGL_2,181004CHGL_3,181004CHHR_1,181004CHHR_2,181004CHHR_3,181004CHYN_1,181004CHYN_2,181004CHYN_3,181004QC,181005C_NIGE_1,181005C_NIGE_2,181005C_NIGE_3,181005CHGS_1,181005CHGS_2,181005CHGS_3,181005CHHN_1,181005CHHN_2,181005CHHN_3,181005O_CHIN_1,181005O_CHIN_2,181005O_CHIN_3,181005O_ETHI_1,181005O_ETHI_2,181005O_ETHI_3,181005O_INDI_1,181005O_INDI_2,181005O_NIGE_1,181005O_NIGE_2,181005O_NIGE_3,181005O_PAKI_1,181005O_PAKI_2,181005O_PAKI_3,181005QC1,181005QC2,181010O_INDI_1,181010O_INDI_2,181010O_INDI_3
76,23.63516667,493828.1223,455799.5016,148023.9933,54704.25166,54972.97292,62126.2778,109776.882,31427.91027,21922.30958,25085.83371,25233.8662,24499.4815,4038.426053,68985.84705,18006.10897,19012.1713,25008.27214,26326.79647,23590.10093,34949.23111,21781.96638,29406.20947,43852.77773,9458.874756,16344.60035,15372.2742,38317.92792,19633.49581,33872.51298,17530.65148,26975.97676,41334.67371,21042.35659,83668.56411,52904.98723,54719.31955,16407.18971,26598.94712,7202.960585,18673.29533,8866.763986,14530.75313,26659.39287,85783.79416,25636.64819,121932.2732,75046.88075,91333.75366,76180.99631,4721.047603,16430.24768,15054.00533,4316.307933,23841.11927,18204.40684,55762.04214,64857.5736,7724.641043,42031.59381,29598.65587,41056.7686,52398.4412,23186.57787,24447.66698,25067.75141,16807.20816,52641.57257,28829.05197,11528.28181,11180.6075,23856.6285,74689.07289,70352.89088,70663.152,23604.504,105360.9877,74697.35263,28147.09451,39950.85409,132807.2756,12688.81662,9905.969531,9018.184082,36080.83367,45089.00435,47465.98942,356893.6445,33685.68631,481.6450987,11176.35351,14968.71613,7757.036861,51535.40936,38924.71244,51634.53486,9734.585286,8274.334224,2573.802163,36348.50065,42324.35943,33180.1565,86220.00483,45163.40786,34218.75828,39415.34808,29874.55625,18185.13642,14785.76831,70771.42741,66681.98985,68574.86169,4751.990544,6593.652765,13820.98491,25606.55893,37425.85113,25235.02667,60496.49709,18189.4612,23572.54066,32331.77632,31668.38409,5691.562826,5470.393786,4714.050991,96031.39336,96937.52336,59932.99645,41416.99757,25881.62016
90,23.53200833,392078.1836,454263.7281,225026.9433,79336.9911,93502.69481,80837.07298,147124.5719,44957.80786,24233.66388,32787.69709,1457.140137,2943.631199,1225.000094,10131.00885,5313.72413,4026.350921,35734.07853,20506.49447,12917.89346,53032.13815,30694.65433,47208.40348,57030.93536,1764.253924,2857.931638,988.1002119,52390.34733,22967.47284,46629.49057,23376.38395,18412.20617,26667.36809,23757.01914,116497.2524,77906.64255,75976.99176,858.2431641,4194.586182,944.3888143,18963.3268,8006.575451,13941.46841,37673.06093,129579.111,23570.45859,171918.5483,114635.1253,141185.7893,107909.6435,2457.969087,3418.707221,2465.367755,746.8952038,952.2774846,1098.030677,32426.57336,18839.74893,8524.049826,54921.24169,32854.668,53515.44052,73184.96836,30668.09839,36432.4618,37585.77923,20341.03288,79424.6348,36185.20633,9299.316005,16420.80813,23999.18892,105943.2986,103503.2903,100007.8463,131361.6751,147299.2196,109008.1117,45237.23977,66904.98296,203489.6793,8428.388445,9247.40625,6735.922011,47060.12819,48919.93643,21838.70154,536163.2685,38390.07756,45.67032524,8885.481614,13956.14307,7379.256877,10592.62663,11679.0646,18504.52898,6356.72169,3258.849516,1312.717455,6165.453941,6888.659063,2698.543535,120349.9083,59673.83876,40668.8464,45969.62533,36147.16418,16308.11665,32234.69772,96061.00211,88961.18026,98550.10079,2860.249044,4257.080485,13688.59698,28899.9475,46275.42425,33517.21202,19196.26053,18627.09044,20730.19716,40456.76576,40823.16596,4855.69212,4763.72701,3488.048041,125560.4414,148595.334,95801.97998,50630.52324,38371.83866
62,23.52610833,1377692.924,2029588.524,650252.6663,239161.8084,277547.9069,260370.2253,447070.7277,138936.6479,78368.84205,106821.7753,6056.244361,11029.86451,8747.746836,34698.46489,21973.92844,20447.90261,124037.5842,55315.11391,33075.97136,136121.4435,97808.61646,115785.4043,183822.775,9727.532425,8877.314443,4397.938068,156439.167,75738.11791,143562.5753,74378.45566,54694.80374,73258.87702,59496.75614,324275.0485,231188.6444,229024.9037,4108.469549,17220.69817,4596.400085,59321.9432,33914.61469,39020.01102,112952.3842,391194.7692,72650.33583,495722.4061,340952.4044,400990.9747,320300.25,8042.362937,7548.286727,7366.721176,3166.555453,3553.34884,4605.208573,107035.8763,56505.34161,32229.77024,163725.4882,112621.6347,169915.4803,235824.1907,107420.9203,103865.641,116357.7633,72783.70307,240934.4569,114619.2878,33175.1924,55723.40947,82446.15289,321265.0739,321206.8654,300149.9422,395107.2994,462875.6884,352819.0853,133556.8659,201552.9565,603834.808,36103.95822,26849.07233,20734.5404,154426.265,152228.6115,73589.33788,1594294.37,122258.1078,636.1499132,34013.8333,46582.72109,26811.36247,35369.85361,40887.32247,55036.14287,26604.93711,25303.19355,4964.646398,30794.68492,38200.89701,13619.21033,368299.5275,196363.4814,130483.3768,152073.155,115538.2803,55546.52202,92860.84973,305077.2837,290833.3533,319351.6326,10028.39721,20572.35675,43857.3578,100875.811,148845.1347,104516.6164,62578.47773,66753.468,74591.77473,131643.1371,138461.3526,18809.96908,16960.57576,14227.6528,436644.7396,460065.8035,256423.8077,169108.8123,116920.7902
121,23.52808333,5342917.012,5408487.299,1763575.965,662870.0234,778410.8397,730235.4908,1190409.867,398781.397,259057.5739,310487.5398,43646.59247,70916.43043,40092.53559,123905.9169,104428.639,88217.2555,346836.5578,166830.8473,111610.174,389930.2559,267028.2571,329228.8468,507624.4658,62754.03091,53573.38837,34372.63312,422388.8207,211812.0836,380945.427,211060.4102,153891.0245,220804.0803,168918.1405,824914.023,608677.5009,614565.445,22558.18668,68224.51724,32192.34043,173992.6813,84660.1408,127903.6527,315273.2082,985343.9758,203193.2613,1170991.739,847797.5638,997202.3095,796085.291,40198.72635,46287.9256,45900.10801,26612.69571,32274.73288,28493.38132,274132.7432,163901.4972,83001.1905,406076.4706,284865.7336,428172.9587,556688.7964,264906.8291,255351.068,281163.5707,185853.416,580263.5569,224550.0338,80491.26867,129159.6441,191321.83,739025.7168,753280.3289,708172.2071,898948.9369,1052025.513,791948.1684,310666.2235,465432.803,1359373.165,75450.22922,77072.80417,51018.44757,360002.2713,362101.2661,192331.3872,3620978.546,276960.0404,1189.610905,82413.98735,120026.7847,72875.26855,100460.1733,114736.3414,141845.1536,63984.08613,55448.11557,16788.18477,76264.19873,90035.8648,43958.8401,780012.6635,424387.4745,291085.5519,342752.634,264474.1233,137348.2675,221414.2962,654120.3926,632875.9933,708256.9031,33521.42821,53688.75075,109646.6407,229903.4862,339721.5369,249591.964,144574.8067,161776.2095,171417.0118,296565.9689,315049.1948,48871.94121,46096.46764,44729.4062,939014.2597,1003196.06,577633.5517,382092.4415,279048.3401
75,23.54303333,981472.7944,987289.1166,309886.2678,112619.917,135946.6016,139460.2565,215655.7221,84202.31871,41547.906,61695.87429,28371.60709,30945.20824,28723.31187,152569.7248,200553.5995,206927.7628,73862.83309,69784.64673,53609.03956,65151.91029,46356.28573,56278.0078,87425.4993,38007.46083,30234.44707,23373.62512,73747.41257,34827.74498,66741.99373,54397.67607,35833.3906,35972.2384,28398.56277,186438.3033,108561.7675,113000.965,35326.246,54891.47147,54117.12987,29030.8454,16090.30133,26524.26617,54105.51653,183840.1195,39192.01695,250708.4834,164153.4684,192616.3148,154798.8001,16204.43724,3919.275271,16483.27,41194.62251,33194.92529,36004.26249,53171.25767,29951.087,40864.02333,105896.866,52347.02246,87993.50646,146361.6922,67818.12207,67714.5992,50899.19262,34798.97385,119182.0024,41305.45192,18364.25995,30590.49756,36538.07193,166711.6439,164654.0355,147305.3106,199631.3896,217063.3005,154305.417,66798.67684,90881.22689,270671.9281,18898.87086,20112.71388,10640.78195,78540.66105,85341.46133,49599.446,502331.2844,55894.76693,443.5262312,14430.73815,21894.87428,12733.29201,20056.12942,25957.00084,35761.21841,12593.99908,11315.543,2882.802096,54299.68682,55661.94893,43205.17971,186046.8505,90244.44491,63750.38036,70771.25347,57984.39221,34008.05885,46081.19047,151755.7083,148716.703,160262.3464,14003.04468,10187.6775,30701.32656,45624.73543,70684.70329,50950.59742,44757.40646,34513.61663,36332.65566,75255.88769,64181.80563,11454.25931,10364.76496,10691.47689,217782.444,221144.6962,126887.7183,83158.52813,53269.88745
281,24.01120833,75512.10627,103774.6129,57536.67262,44714.5605,52864.6863,69816.15748,117533.9648,72673.38363,49165.0253,45357.63126,81531.61692,79211.62293,64105.90877,61952.44029,54802.72179,59936.69836,150467.1027,99737.12606,81891.26011,100868.6541,52439.37574,55283.29241,69898.54984,64473.12322,40722.26491,51629.84773,117179.8052,87979.15657,70517.32164,73492.25481,70686.45327,64832.30935,121264.1992,149606.6509,88448.28533,83000.67582,39945.58493,50166.52976,48244.20062,79753.25509,64039.1948,75723.2978,59656.67175,76728.18618,77429.68891,77133.0804,132069.542,97233.12173,96415.8992,63853.41935,50966.71647,54251.1613,30343.38509,41596.71145,13587.05097,60485.54214,58507.8592,79811.54456,98182.69644,85033.49324,79902.07991,51356.10387,41014.61184,47168.4272,63258.04929,48499.9004,44443.26722,107413.4906,44409.48773,43589.24502,37867.98104,66256.07362,21030.81859,14367.18646,53110.30425,48974.8722,74784.70657,54629.91065,45522.2338,70383.37439,46851.7232,33191.82639,40075.07371,58869.00888,56431.77853,47929.70164,36664.07777,49783.13358,0,21736.30942,27770.35621,27925.78186,59901.31578,34997.933,34968.73083,26997.28902,21662.94961,21511.827,58913.80238,38464.62745,32673.89309,77297.24547,16382.73757,16339.71248,18308.06107,36092.83547,26501.488,30717.72383,74936.12862,50557.60045,24366.34708,32919.57315,33709.27314,30626.98427,34101.44763,31018.77464,30311.14936,29934.05055,24697.2887,24091.2379,20506.288,25933.7681,37699.35692,27883.59392,31033.08677,68886.73307,94598.29101,110595.601,49215.04621,50422.51582
282,24.05806667,17605.04342,14574.90702,8566.297297,4035.926045,7948.560509,17273.56523,29330.45247,19817.17829,12373.14873,7306.5353,17917.67122,20995.43777,16165.62484,2925.40962,1404.865248,15466.99818,39528.21967,25172.51427,21228.74463,24838.59572,11895.55491,12508.96533,17569.04843,13652.70789,0,11841.73714,30035.14675,20167.74831,16434.5675,18111.18592,18542.49158,14184.99877,31507.99168,40565.04279,23179.96019,21342.3425,1495.878167,5361.596554,720.4296842,21517.42759,14108.64555,20078.73681,11043.49464,19141.79228,19712.30597,8091.826917,35317.27365,23753.84766,26486.04185,15228.94356,12900.6336,13473.18308,1400.28459,2342.977236,1413.465546,13506.55269,16514.52708,20901.28457,24835.99358,21136.53049,21999.54438,8352.058512,7286.441474,11078.26153,14617.31609,3561.934937,4568.546916,28105.27486,8472.667802,8382.811534,7297.179385,17979.676,3424.569607,3999.043157,8303.307591,8850.773797,15356.97241,11150.76295,9453.8964,16972.02062,10769.18408,7194.616909,9593.782579,2840.710226,12545.00049,8280.033157,9921.042711,10971.64571,0,3884.324402,4839.933315,6018.218313,11184.51309,2769.453818,5546.679688,6101.979294,4031.591202,4935.245215,14412.95449,3250.386182,2132.465495,12932.45016,2098.802755,1858.036845,2775.109497,4604.895086,6426.842371,5429.324753,18088.43944,11368.43962,4330.856445,7876.7232,5679.243591,5740.075183,5961.22861,5457.269481,5047.540872,6048.06529,6145.123385,5185.953818,2483.7604,3600.058431,6609.462781,5714.311548,7030.303536,12456.81491,9788.469845,30080.69127,10273.04946,12843.89228
125,23.86353333,43918.22309,102258.0858,47337.52084,61082.70948,54289.16093,71643.03341,22914.5733,40311.1888,56652.80073,36008.58051,15889.74642,20932.99417,20324.31747,26222.64454,27262.18623,24426.47673,29241.83893,67194.08316,44243.55181,31091.48709,12755.0458,31508.22416,37007.54623,29487.3137,28072.83729,39579.80449,21089.08633,19184.6011,13878.51811,67867.10298,82537.38109,18636.68171,19807.2017,28704.86942,62063.75495,107099.9356,7352.183327,15695.00525,21275.76717,21126.86171,12501.70228,19692.86577,45338.77253,31552.98559,25643.8815,28012.24625,57365.71118,26277.26261,69260.44927,34328.99909,33852.19986,33986.73321,7018.486549,10370.46765,10153.41797,12835.42302,63532.1726,13285.40607,58327.9695,61248.818,44983.64442,21353.20361,27119.08836,19858.11498,33214.19816,31892.39721,38542.74184,15099.46651,10890.465,17014.71995,13830.39553,38999.00659,36701.48907,51478.63629,21476.24381,25130.12297,23791.10981,16589.64995,11244.59215,13960.67586,13834.73608,14694.94991,8428.721474,169239.0341,136738.0125,132006.605,47587.39,39441.7116,611.2677966,14653.63362,15713.51,11496.5876,20181.57499,16062.75747,20530.83099,12858.04179,10560.92428,9700.429573,28168.58068,33768.29732,27833.58781,30752.57943,22705.86606,29052.18923,25651.78145,9076.098633,8513.919723,9635.375977,14457.59816,20804.07591,15519.44064,17344.07234,6219.443762,7715.311385,27442.18985,19416.70954,19332.46098,36476.26102,21281.09916,17704.70847,48585.97947,22188.38972,18243.88233,10699.70623,12873.97261,20392.93991,15666.80313,142065.2391,33736.21684,26798.68996
139,24.10301667,109165.8217,107060.9179,43530.59434,20057.97857,29857.94184,66058.92467,89964.41313,74029.63143,13419.80875,57452.69792,3168.977322,8748.2479,2507.820909,7113.233459,4965.837891,4197.410056,32215.73251,10030.6854,4709.86874,21090.53988,9640.944925,7228.156903,24958.68977,4359.034936,4904.48204,4625.921929,22299.86187,7814.641488,10819.67312,6304.099172,2664.399126,4064.734624,19910.91142,64940.00545,30695.27717,35001.34649,2953.231426,17104.36953,2891.300179,20026.05526,13275.83526,22454.22569,29944.17779,40215.12691,25070.41923,149096.9492,98278.90313,121784.3051,137067.1817,5740.864453,6513.145469,4379.878268,2761.454346,3906.667074,2879.005317,10839.91805,11501.39459,9782.458499,83551.82196,69873.63526,61487.17765,6236.338981,8220.743886,6351.790984,59933.0717,55977.00851,52498.10364,45002.58393,8447.231058,18441.36733,22723.14167,137680.3311,184389.0533,231508.8434,49243.81122,37746.02613,43052.01507,25655.58865,33558.1491,30094.47443,8334.165403,6358.646076,5533.734885,58536.70623,74363.04218,69505.9514,180533.3373,35362.14536,0,16380.76237,11128.62154,7074.878571,27542.17657,28226.13051,24001.36186,4024.480662,3147.265655,1041.291424,29552.94478,16404.55654,1819.73537,265618.15,31426.12744,35287.73196,27102.0138,45635.53126,29599.42678,52825.27783,83425.524,115383.2235,96714.2518,4700.540996,4144.484614,8263.04811,13491.24719,21758.57049,19478.84563,69002.55891,76685.23926,27624.09153,41107.91627,32022.89422,31132.5728,21651.68004,30502.70833,160934.4422,116042.7451,181231.0233,142878.5357,103197.6139
110,24.56969167,104180.1716,129628.6326,70476.12158,52372.91504,63533.95402,108542.5697,75317.613,197482.474,152327.9613,177120.0289,60282.44374,74396.02345,59236.28536,1359836.778,1402419.287,1291193.106,83416.82441,75900.69943,57911.72684,52338.38993,40788.95252,70405.42965,76561.76642,57543.14282,149457.6856,39924.97077,168185.0258,167527.965,158672.7647,82190.64957,68522.566,60133.94492,54494.27906,209817.0713,253022.3011,285860.3505,63614.01372,161567.0926,190779.5811,35858.12413,29294.93254,34371.61847,390583.9803,376632.5843,325761.476,261976.2165,214080.4325,160064.2015,229656.2585,51547.75117,50192.52373,69368.18612,57103.959,74130.83005,61318.97908,129000.4325,185593.618,107581.4402,227830.9245,233625.2072,209086.8152,65248.36853,69473.13427,54322.74255,130755.526,133876.0284,87632.45213,64168.67255,58668.4616,72143.63927,81742.14404,141845.1162,116381.3683,134815.2129,180225.952,244359.2291,185787.6087,76337.5305,18480.47824,19386.9693,111150.5078,105448.4862,84331.6622,57064.6035,70099.32634,71370.85164,89281.57084,203568.6938,111.4480291,47495.85448,52421.10258,41724.45853,122910.7161,96940.09145,58452.41242,301293.3959,245356.0335,18646.7484,141141.3719,45687.72492,148025.471,191813.4169,40643.15341,42914.8936,40562.49393,25350.47374,19468.12296,28139.88876,50910.72229,72257.13874,62561.49656,13997.8276,14443.00236,55214.74884,51779.51344,16441.14714,47336.50438,98072.08207,81402.96458,109455.6912,38982.10672,47454.44516,29831.15179,14835.41602,21366.10105,149456.0669,90151.99793,110321.2827,154586.355,146263.4283
83,24.93059167,281542.1931,522671.8939,298465.9522,225580.7308,219817.9933,474529.4809,125606.1369,2469879.033,2898707.812,2288948.753,61966.25683,69286.73453,79515.63672,262667.4525,173722.9114,260158.0089,126652.7654,150566.6745,111125.1947,91960.86428,199950.399,179346.9963,221721.8441,898599.7792,555327.2624,345496.3588,277465.4881,291969.021,255447.1049,128805.4062,189087.3584,160875.5407,129478.0469,507831.5788,447805.984,533672.1689,243988.6057,722250.3811,804925.2017,290114.1142,197403.2707,276867.0731,216069.2107,240237.6346,216708.3319,109652.0621,471429.25,383544.6011,357912.4159,370110.5173,347362.249,394367.5762,291696.3686,343319.1432,263776.2953,232416.6685,223929.9678,209781.7159,761250.5064,442077.2633,430282.7339,182777.4019,188947.6476,144864.7556,1084038.526,513390.917,369675.7304,104020.917,132915.2413,126229.0146,167615.6715,684008.0252,1779249.777,1497833.586,291754.689,317254.0307,247872.065,331787.4122,250990.4472,209736.51,110571.2869,114869.8544,78854.39795,175260.0692,225619.8687,189942.6995,167095.387,65196.08573,8100.704331,506704.6903,657050.6764,509312.5121,462101.3546,376615.9014,410377.4551,1194573.375,966089.3576,1202149.419,666156.5546,773241.0827,690457.1626,108783.9006,362429.6564,556311.5268,424941.8876,223979.5978,192689.5593,184587.8571,628155.0974,825850.7718,540534.8027,185733.88,183201.1724,204927.6852,166259.427,113651.6812,182704.3052,371337.3167,354484.7294,411980.7459,450803.8672,418742.7736,313830.733,214899.4563,221880.2,90726.4595,75537.50316,395341.5168,568985.8372,549594.7451
79,24.92998333,89930.7843,142812.5483,78641.32544,56493.85149,61170.17225,136578.585,75702.77414,622891.1251,465757.8887,577014.6502,25933.98891,32727.40876,31084.92348,81896.65213,59008.68178,75468.25921,55050.54126,50449.66532,39672.20948,49046.16361,82276.75776,59871.1925,70869.24173,232731.9403,147502.5418,108359.6897,98165.17127,89410.13509,86904.28072,52686.70156,71046.77576,66199.74182,62375.00459,176108.6851,138598.0248,165751.9993,82668.25727,199206.4691,198688.4459,102591.3539,74652.26604,91653.19289,107587.1082,108042.8282,106674.0272,122769.6293,150003.5147,127269.3494,147858.4157,123083.1728,86686.69682,119799.5697,92213.59782,112611.0822,97873.01436,76411.27423,86259.32789,81469.71964,236474.5518,155669.6904,123459.3359,70463.33662,78026.72316,55631.03027,309098.6423,168111.5667,128953.627,66949.87739,65183.88053,59543.50061,87718.13298,234637.3522,483328.0888,418098.5168,94877.32876,106850.0243,94450.88107,98045.95398,89867.60018,79349.85571,51225.84747,51123.99943,44105.60758,81258.52074,101414.1175,83472.53411,114901.7309,51098.96667,8726.657429,167405.3386,188054.1167,153652.6904,155208.128,125730.2006,144259.4545,312172.5161,280672.4697,347616.8053,259076.7826,255286.7309,216446.314,91811.77801,118130.0704,178487.3444,145969.5991,138154.3272,87179.64734,86026.40503,239326.5924,278007.1991,207355.5338,93952.61486,62276.66549,69305.7041,65495.52982,74980.47475,69636.42144,331412.7667,368653.43,152039.4566,170795.2371,148551.3759,110394.0405,76912.61109,94859.91521,96786.21808,62334.95236,174735.0268,188303.902,415209.0659
87,25.64655,165898.9032,104657.3839,122823.0859,154184.9509,169315.0169,272110.5586,239131.6635,386607.1899,273492.9315,320533.0151,279890.6041,474935.079,213710.3656,678045.6346,461820.8895,435970.758,385614.1917,254498.1046,284148.148,25434.61482,34800.35789,153442.4423,270041.2966,332350.5866,469096.0221,179479.9894,241138.7622,71090.67821,68378.74264,193931.5888,313527.1908,310930.9705,57099.872,652160.7942,330620.3109,654019.4279,717014.5299,1085922.935,782767.6197,234335.6578,150947.4396,190099.97,259596.151,246150.4172,478723.4293,500794.6365,751949.8951,708874.9917,315874.6431,97446.98524,112855.3702,149628.277,121747.4956,179831.8029,137961.9603,898541.6629,662956.2709,550222.447,543222.2937,501670.4648,444598.8866,149820.3654,123093.8669,160114.925,353020.9208,423361.5465,441047.4626,189498.6699,265083.4799,343627.9541,314731.2004,775786.4406,737510.9252,448280.5552,321646.4539,261488.2979,366243.2791,626815.3856,564086.2181,515788.4367,188443.8056,238221.5223,166203.3763,281328.7892,240933.5808,410340.2712,646379.633,130092.7872,86400.92288,118532.8402,98289.05645,67408.92809,142087.626,123892.5932,117078.8441,297104.2662,218547.1584,22655.61976,293699.6603,422275.5017,205285.2409,173001.872,215549.6644,309501.2977,225850.2957,274221.7883,211041.768,358056.547,305682.6911,249211.901,348170.7017,70119.54692,64758.31825,102173.2359,60528.95432,117192.2555,92274.40133,149089.5715,199177.7555,188388.5966,306323.9671,296538.4822,92921.65954,53635.72794,57558.77894,409046.5146,206942.6192,348201.4786,277359.0816,243463.1906
72,24.93663333,43364.25781,87433.96953,51426.13836,31941.8739,37214.74439,62278.1695,111096.8227,352271.526,438807.1445,381951.1957,11243.25499,12572.14779,8754.974278,33786.84083,25043.09282,41154.05607,24507.98372,42577.07429,50223.99684,79891.84465,33036.9682,30845.60709,36624.30191,136026.4384,78541.07488,48320.8058,44016.82214,43393.10228,39926.69079,23329.58399,25943.42263,25915.13188,104049.5766,88140.36947,65785.12019,76213.36827,37617.2238,109021.3082,113992.7517,54136.12265,32233.40434,44072.64575,33781.80532,39846.01909,35591.12264,108618.457,62145.96486,56700.94866,69214.46093,55010.06233,48999.97266,59657.33752,32732.41445,47417.08083,33816.22142,32342.14719,33769.00074,33619.88833,114901.9207,68414.51569,75130.45078,26396.90371,31605.08012,24337.39905,184827.6463,86877.06698,69038.54436,92165.27145,18749.83941,21656.5959,28745.97724,43547.34478,276505.1483,224982.6413,51608.19414,51548.67907,32601.14496,60709.11608,39034.92706,36656.55029,18871.67507,23961.16233,15229.18921,24086.29067,41914.8575,32050.78239,115030.6817,15585.6572,13005.87388,51208.75949,53446.91561,59307.2137,80057.027,53978.38459,52632.37354,138402.8906,135800.9317,128320.423,89740.97625,83726.60062,96630.55431,35171.08363,62648.10132,88958.27001,57567.24017,42483.37496,29865.92423,44701.30824,115525.2921,123775.5385,76291.57203,19045.3401,23746.49254,23597.1293,25223.29465,25252.90304,29169.99548,53620.68658,45301.55821,63301.76074,74489.36623,61525.77429,32388.87379,24740.77836,31480.23384,34631.14302,22872.47325,46796.70696,42388.0752,64196.44819
95,24.92423333,110108.8486,166985.4446,103054.0506,92602.54774,132597.7567,129358.2604,148781.0972,295053.1182,351691.2914,532214.0991,147491.7374,161297.1783,188983.8416,132368.5513,138101.0897,142297.4374,122511.7092,80896.45894,87556.17378,210957.6438,81920.43745,104544.4606,131314.1163,197522.7531,117158.5423,85730.33575,108407.7562,101841.2527,93671.48764,127559.6575,93159.2931,164619.8846,117804.3486,175128.6547,153072.1754,173798.6655,70351.17387,151839.423,160956.4664,110218.6153,105256.4482,113130.3142,130308.7515,115039.019,419012.1834,414972.6767,169467.2958,338104.6872,332697.1065,81442.95545,89305.79648,107201.9793,100869.0325,83662.09748,86990.50307,96561.20516,102288.5013,85599.27545,220549.662,301128.5846,168183.1885,103171.1369,80838.20393,66221.68139,279265.0163,165816.1375,136870.7392,118452.6297,81329.5987,104308.253,121664.4577,224959.467,695177.9635,249611.6434,115413.4289,203039.3991,109593.7473,98913.51963,75953.90821,96225.49932,169321.4749,162242.6457,132704.8242,102074.828,120209.1869,103182.4433,292760.2662,323807.5717,8269.049943,131925.3306,119672.0273,105917.6955,120092.4003,113524.1113,127223.6111,101975.8345,133194.4264,144057.6179,180359.0982,230979.0074,159534.9797,340225.9172,107652.8288,144998.3449,106045.7093,115655.6672,84670.58544,97203.22734,249956.4952,314435.9741,285370.7669,49635.99289,64283.01121,57691.88481,64884.97607,59498.07272,58260.54233,117811.8934,114047.0024,127327.0055,240817.0752,119461.5071,123099.2489,81280.33898,60262.68987,305769.9978,199600.0348,306555.1005,153039.7166,127745.6843
70,24.93165833,356917.9414,736917.1104,418575.7239,316795.1135,323276.7031,691535.4256,158846.175,3659436.739,4278703.43,3433144.329,100715.246,101558.8489,100587.9528,379183.5361,262230.413,380041.8176,166830.7539,216728.0096,161312.9547,132576.1036,288510.4449,261770.6556,322802.9112,1339122.311,820366.1902,521498.9447,407152.2874,435327.92,374804.1018,179173.2636,278091.3684,242743.2245,186279.8782,764943.3773,666250.7086,790081.8374,375550.2446,1091411.306,1205398.613,415950.0604,277084.5587,389339.8858,322122.2315,359187.2646,328570.4257,130799.6747,701880.845,567229.8199,526083.6363,545999.2454,525223.5094,584088.2372,445670.0975,521063.1758,405041.4746,355979.8296,335477.8186,316216.545,1156654.73,697917.3494,645539.8266,256261.0335,266409.4518,202631.0252,1667905.413,776767.8787,555713.2521,140943.9829,193164.3835,184407.3856,266705.7859,1044417.456,2722317.405,2297313.363,452339.7024,478150.2227,385985.0761,513639.3085,385325.955,334835.4193,241457.0235,159434.99,149667.0633,260776.464,320581.7788,260200.7454,213313.8452,92868.06977,12113.73754,779050.4539,1033420.963,785871.174,730628.0534,583414.5552,628185.4627,1743338.77,1502048.933,1858992.353,1031557.068,1204594.06,1071397.316,139565.0931,542072.6838,883017.9306,645198.3851,350891.9454,259556.114,281040.2541,1005475.7,1335688.895,819392.7427,309429.594,292808.8466,323753.605,288565.3587,162604.5206,311156.4479,570923.6619,528880.3981,655329.3929,679267.2021,640734.2277,467875.021,355069.6764,333949.5922,117128.2086,79717.31965,505413.4011,776126.8939,804970.8357
