mzmed,rtmed,180914JBIS_1,180914JBIS_2,180914JBIS_3,180914JNGJ_1,180914JNGJ_2,180914JNGJ_3,180914QC,180915CBCJ1_1,180915CBCJ1_2,180915CBCJ1_3,180915GBYJ_1,180915GBYJ_2,180915GBYJ_3,180915GGGP_1,180915GGGP_2,180915GGGP_3,180915JNMA_1,180915JNMA_2,180915JNMA_3,180915QC,180916GBAD1_1,180916GBAD1_2,180916GBAD1_3,180916GBCG_1,180916GBCG_2,180916GBCG_3,180916GGPJ_1,180916GGPJ_2,180916GGPJ_3,180916JBJJ_1,180916JBJJ_2,180916JBJJ_3,180916QC,180917CNDJ_1,180917CNDJ_2,180917CNDJ_3,180917CNSC_1,180917CNSC_2,180917CNSC_3,180917GNJJ1_1,180917GNJJ1_2,180917GNJJ1_3,180917GWIJ_1,180917GWIJ_2,180917GWIJ_3,180917QC,180919CBGS_1,180919CBGS_2,180919CBGS_3,180919CNGJ_1,180919CNGJ_2,180919CNGJ_3,180919GGGH_1,180919GGGH_2,180919GGGH_3,180919GGGY_1,180919GGGY_2,180919GGGY_3,180919JBWJ_1,180919JBWJ_2,180919JBWJ_3,180919JJJJ_1,180919JJJJ_2,180919JJJJ_3,180919JNYS_1,180919JNYS_2,180919JNYS_3,180919QC,180920CBCH_1,180920CBCH_2,180920CBCH_3,180920GGIC1_1,180920GGIC1_2,180920GGIC1_3,180920GGYP_1,180920GGYP_2,180920GGYP_3,180920GNCW_1,180920GNCW_2,180920GNCW_3,180920GWCC_1,180920GWCC_2,180920GWCC_3,180920JNMP_1,180920JNMP_2,180920JNMP_3,180920QC1,180920QC2,180928RI,181004CHAH_1,181004CHAH_2,181004CHAH_3,181004CHGL_1,181004CHGL_2,181004CHGL_3,181004CHHR_1,181004CHHR_2,181004CHHR_3,181004CHYN_1,181004CHYN_2,181004CHYN_3,181004QC,181005C_NIGE_1,181005C_NIGE_2,181005C_NIGE_3,181005CHGS_1,181005CHGS_2,181005CHGS_3,181005CHHN_1,181005CHHN_2,181005CHHN_3,181005O_CHIN_1,181005O_CHIN_2,181005O_CHIN_3,181005O_ETHI_1,181005O_ETHI_2,181005O_ETHI_3,181005O_INDI_1,181005O_INDI_2,181005O_NIGE_1,181005O_NIGE_2,181005O_NIGE_3,181005O_PAKI_1,181005O_PAKI_2,181005O_PAKI_3,181005QC1,181005QC2,181010O_INDI_1,181010O_INDI_2,181010O_INDI_3
87,20.05941667,20646.78758,38712.97871,24340.54766,8768.413685,15696.32153,26545.11837,273993.0587,43071.89023,35149.36195,64906.24621,12549.33794,20182.56935,15191.67007,53968.77058,64545.9696,69503.83084,33056.0349,39497.18509,25362.42086,211753.1397,8475.269834,16542.7918,35111.61857,51494.6628,43038.90395,31843.07891,30197.94488,20689.98251,18610.67078,55040.72294,81211.64172,35903.54239,179425.4122,48929.86622,70964.78839,96244.38906,28601.46729,48728.88558,37064.265,21891.35309,20880.19906,22873.93881,51833.43655,53304.07863,51265.30153,751615.8469,41876.79733,36318.13487,42811.49047,27113.47922,29954.42859,30252.23247,23303.91517,23680.00924,20396.5898,28463.25034,41037.89015,21275.47653,42467.40613,46996.29538,47436.32972,64326.92382,52394.12372,70233.94643,60482.843,53056.94172,57508.76782,439217.5416,16125.52819,19939.55724,26823.38009,40166.43773,64461.39696,69293.40913,35798.36978,36254.38414,43199.40362,33693.15072,37036.2857,32751.418,27828.33961,29820.79902,18138.0249,38491.41098,56140.57265,50203.41049,322203.1596,462822.4255,40.2371148,25675.17771,15784.93306,13247.24219,28627.16854,27859.96424,31580.09933,23175.28301,22824.86396,12773.57841,51671.91027,67782.652,50864.99724,683236.4833,31942.79219,45790.05886,42972.24614,15285.28999,17150.40864,21567.39063,25603.64082,32922.04633,36115.14844,25627.82336,14650.41002,21216.83667,53151.10946,32045.8112,40465.46122,37506.0588,34765.20199,30662.83389,35497.28604,37383.9532,26402.44406,19477.07731,20449.19842,759164.0539,532709.9421,17212.11682,34775.98091,24039.53415
107,21.34406667,114291.7757,124359.6508,84834.9082,60616.02874,69129.72287,82868.49889,49187.64014,287070.0922,329310.4976,261129.2997,33405.07255,23859.92013,30419.43255,62105.70264,54228.504,65612.54555,43295.02102,64303.72967,53218.71795,42307.4928,58110.7336,61810.81929,74908.21993,112764.4984,102315.4381,75205.56027,70208.70227,25510.049,55904.45249,71331.22493,109964.8018,62815.196,49275.07413,100561.8425,98755.84353,108527.5122,65025.59239,116650.1478,105148.8106,39273.48119,57881.29674,52472.02522,80783.07783,75332.14987,66992.46081,46892.86776,54884.04525,92227.04772,96220.12702,78088.90452,75243.11484,82728.31091,48236.02421,52651.62288,36234.15283,47102.40116,67561.606,56835.11756,125741.5572,74492.76053,72452.33809,78410.33209,64788.08986,57801.4695,91747.65326,76305.14284,70988.05636,46582.19026,32797.05993,37271.14478,44930.08909,108403.4709,139467.8298,132342.9982,63085.63465,50228.78855,53453.05187,47147.15133,50718.80502,35734.4429,35423.57412,31569.27199,30628.74075,62827.05493,61552.44527,53526.06121,149325.5311,35710.67978,115.3697595,25344.78055,133165.1458,39238.48607,110079.1079,84574.14726,125924.7609,68731.93116,53768.80325,48040.7128,139481.57,181156.808,163627.7758,128447.3811,84070.79327,103817.7305,78497.704,50663.01252,72713.70886,39080.57239,92536.50014,133109.3573,98019.35808,57983.92616,53781.41962,25949.65893,53333.26343,46631.07655,45321.40771,103344.8539,50572.14492,82658.037,90016.16356,102225.2488,69435.67493,64807.56707,68874.32764,130297.4579,136336.3176,82304.89619,137699.688,147937.9956
45,21.08623333,2988338.02,2440239.673,1163673.74,117801.8051,89173.81563,159934.2338,113181.2973,177463.4066,181486.9979,872284.1584,100404.2905,104627.3244,94009.79614,73937.16369,234886.7187,85081.02162,130151.9513,100209.9151,139436.1677,179514.3457,62603.365,102117.5573,119307.1455,108117.3417,101564.7414,112014.6535,124068.9368,137484.4353,125649.9749,82790.80886,47495.32434,79385.83802,129055.7666,4725.45,81021.29579,74098.97709,86032.48785,87951.57,95548.4518,134087.569,138277.5384,101570.8831,66168.97463,89371.31914,112986.5905,259509.4069,1309833.569,1226301.053,1646206.802,60792.32371,82672.49643,65205.738,126446.4408,134081.9217,123231.3915,72392.83277,61880.4663,79962.03807,556061.0473,546670.049,159061.8257,89280.19593,76171.48494,83851.59732,144535.951,139611.3649,135879.5749,95574.2313,97188.48671,91456.62284,95984.40448,826727.0913,985967.9523,617984.1249,538863.4954,434636.0248,510556.8217,101316.041,107321.8535,96055.69929,92368.22678,77922.67979,112513.5733,419122.9938,93594.12814,101300.9709,1369506.233,83956.63815,3055.559495,96416.90971,75525.83746,85196.82419,94281.45439,102816.7528,101542.8789,54248.27286,61645.49879,47126.54381,84437.68151,66220.77086,73573.01107,1093834.954,581270.5951,757716.9859,82021.38196,168841.5075,102786.6126,93602.2242,1310203.984,203063.2784,153842.0085,83513.88524,91024.54414,87271.61093,100922.4134,98407.59957,100178.3023,87173.63612,77763.2779,433708.7382,120519.6265,106766.598,103130.5953,76386.41764,87771.32546,165101.9265,125242.3425,117567.9745,85625.99798,65724.82417
58,20.32671667,74594.06288,79956.75618,82472.15086,87896.43684,100950.3961,96995.09864,222280.2624,120293.5881,136995.5576,119867.1204,45542.98807,52178.4186,46152.30977,81971.09972,84653.75764,78862.33898,59372.58419,54777.0346,48888.78712,137203.1682,39561.33686,83034.63709,69703.44634,110389.2352,88778.83814,84585.16036,87885.64019,92649.21265,73172.36035,81623.91472,74952.43567,97148.49209,153046.7581,109350.695,93870.79568,121368.5053,47514.29455,70357.85629,57036.00893,90025.36132,90507.88773,102340.6033,76374.6106,66695.26433,79140.97855,336040.8111,112928.2452,125731.0515,115183.8591,115708.3853,118368.5419,136337.1868,33537.26502,39751.43651,37841.98286,56438.01307,83350.05975,60115.46852,70916.76828,75615.13757,84554.19851,61165.27814,53624.04238,59853.25709,65868.53271,72540.14684,83608.05022,207627.1671,34020.50449,41009.68153,44208.40536,99830.56019,107312.6324,103186.0799,60809.3407,59496.74517,63147.1337,69297.34386,72700.37526,69326.35964,52907.2709,51708.96103,47816.77787,70947.76916,73103.53881,83341.44007,206989.7178,166736.4757,855.303044,47533.41042,70884.84667,62547.02456,95809.30538,81469.98975,95686.27202,14765.37948,14187.23232,14242.17375,113914.2001,136030.2771,130273.7402,164908.2748,36114.86448,48454.14396,47736.36556,70897.93557,71554.34544,77322.31619,85363.95181,125311.9808,98972.90121,45610.51858,39364.52315,42666.80233,19650.12977,29412.26505,20724.69563,81382.85359,89209.03482,46936.63475,51852.50652,47643.99459,39072.64578,35124.38568,37174.22216,140411.2109,95243.91007,71389.04535,56516.96308,63549.51074
71,20.32885,111937.2781,130891.0281,99922.94336,98856.51219,109485.6622,111419.9424,239022.2591,133922.0216,185207.7344,144333.2316,52888.44993,52076.3161,53731.6248,94927.24678,98516.8321,91757.81414,73961.51547,69961.10807,69698.90623,357594.1087,44438.88218,99109.30763,85828.91907,133859.3553,97842.85172,98852.05843,100238.5836,116513.1073,97800.72853,94096.80584,93747.27681,110358.4197,205845.3522,118425.9275,115209.4025,136371.0763,63261.45777,77584.81929,65895.29921,111277.7096,94928.85429,113819.7737,79904.78702,76379.33414,80646.60423,309663.4655,139069.8796,168037.789,146612.1351,120211.8583,142907.6945,156645.7917,52818.87231,58143.70097,57922.46246,66330.576,111170.2148,74949.23691,87437.07089,86704.92855,94761.42208,86986.14419,62902.95781,71356.23717,90880.58623,89203.75081,80767.34829,241579.022,39143.35064,50938.82512,54189.06698,109711.8348,127516.1833,119639.2663,72557.39581,75347.6784,75349.5881,92483.88893,113595.6764,98844.16719,61855.78157,62971.79602,54154.25271,87388.99423,103386.3636,115074.5319,251400.6699,248572.6021,5901.999478,62403.07369,94974.19362,57343.7049,122389.6605,91519.15822,123103.0913,18429.29318,16771.9252,14123.58671,146603.7194,145907.5654,151786.7484,276628.6367,49861.96341,60792.54743,52822.26644,82505.50608,68141.304,83093.33779,83788.66797,113885.9825,87226.34751,68488.06775,52965.08559,38103.48453,34474.27079,23985.82971,31818.22522,102817.1582,85068.9353,46317.5021,67603.61956,69692.3904,47617.078,54071.69582,40582.41821,260881.2789,887314.4749,74402.77808,90916.68202,69929.00837
152,20.80276667,23502.60925,35555.39665,25662.57709,59444.28943,81646.20053,70318.8836,286893.0056,67128.84127,76119.54137,87408.78809,19157.69278,41302.5279,21708.75614,20925.79799,16407.83417,17476.2145,49039.04164,38236.17089,38372.16218,48155.31349,39100.73708,73021.19066,77291.97109,27057.17284,19526.52904,13135.80782,47313.70747,40688.97836,34764.69073,35629.38985,21096.10019,34150.41556,89198.039,35452.1468,46001.29447,54087.11453,6635.932643,11015.0776,6367.565739,69291.96458,30742.20887,77953.65777,71263.31047,79650.3812,70402.86779,114074.0422,54313.28369,54457.85081,67009.6991,17783.09323,15550.14046,20461.44133,11856.75745,12536.41913,8248.682072,27635.17414,36374.77379,21824.53958,73247.08957,68287.41457,102449.6895,25211.40277,19149.67725,16817.77617,43508.92937,64447.30397,53691.74623,66393.61345,27956.83684,29833.3035,32925.21239,34519.71528,38250.48935,57336.716,40535.86701,32560.22467,40551.75459,35744.64235,42133.32845,33814.86171,25633.11132,10352.53166,10319.23349,67215.43127,68402.66564,67380.57947,84006.56348,54040.03182,0,27657.52073,49677.38535,38884.67546,88890.64679,76192.63614,91022.33071,993.4769113,714.1116063,749.505258,27474.13741,34940.29935,17708.48927,35299.67481,22031.92709,26254.50325,34010.0981,63672.73947,64737.31537,71281.34249,49657.36703,62918.85532,58088.24361,19591.27857,25491.22364,37166.28923,28144.88573,36741.34152,13184.14263,54877.85692,66592.26278,41788.68338,46967.27595,45788.25943,43119.257,21027.46167,37926.9527,98991.59345,51384.99907,60815.16587,54309.39865,65784.41795
84,21.352375,319762.026,369038.3513,62248.36032,92106.37613,58113.95275,139866.3633,88244.41526,131053.4081,124816.3325,495567.3898,94158.64073,36275.07585,39072.62024,73109.17471,150593.8767,89346.05805,50923.33323,61173.70326,40421.19515,14722.7659,212023.0819,166418.9636,105329.4132,100184.8645,79426.62183,36239.9858,267470.0122,279304.3276,65572.96729,54010.11563,52255.09792,120828.6514,103066.8124,284083.0523,81719.82617,121749.8652,158220.3423,339291.9291,146440.8799,129882.0485,63747.72321,277221.5402,301747.0769,135481.6996,116203.6409,108282.0636,280835.2923,201601.9945,73881.39669,74029.83484,50404.7928,46123.65734,56749.41104,58007.9627,67663.58818,53204.37616,45489.14041,213694.8339,96081.61321,149398.1801,303388.5849,53818.84145,75526.4838,58549.77815,216357.2417,234807.5939,203287.9789,87864.81004,47148.01267,32647.44915,45993.0054,137156.1203,263257.4059,115858.991,102366.7786,135242.0937,100586.5757,149516.5109,125650.8615,35804.18091,42990.42188,38725.90005,14595.57173,81114.64114,94149.18071,100065.864,36030.19559,79202.88335,425.7480647,47819.59858,333563.1002,228752.2812,338870.3021,64786.94715,260691.7055,80725.96516,76687.82193,84182.85969,89833.1325,72282.1578,144883.6252,20976.89184,169479.5709,100274.9812,166951.6139,193259.3416,89464.84706,222696.7787,82895.28667,327445.554,216475.8415,96880.26056,93803.41044,42884.7742,134395.0523,30068.8737,111327.9217,259992.7751,252488.4632,279011.2969,208991.9982,257454.1514,269142.106,56042.86656,202806.8147,31122.69306,64893.23169,315860.1605,380494.2214,447536.9358
55,21.0706,269934.7664,368585.3327,1658317.057,725574.5857,519654.664,858048.5171,700987.7506,1919144.624,590634.7653,1516387.167,177032.2672,193838.7668,144006.8127,514220.4824,604092.2015,408154.3048,636818.6318,557542.3371,368748.2255,480992.7778,575290.6803,302580.6691,918008.6104,251254.8862,198314.3865,180566.5873,666137.5828,258859.8585,450741.4341,505270.124,257483.8523,300204.6984,196012.4657,1432265.169,715154.7751,608596.3268,136971.2651,268147.9341,161398.2385,791133.7274,698093.5133,745701.8424,327868.3181,489955.3065,656277.4771,1424118.155,932168.4659,971720.4889,2110309.28,526728.3477,292567.4495,357719.1623,456177.2466,172716.6514,392142.9176,506297.9287,320303.2275,636900.1685,1042837.821,1105486.141,1380761.268,497393.5406,227015.3114,469013.4583,1066318.521,778821.0077,994244.1097,224674.946,195210.2938,342645.1631,284528.47,1174319.583,1769356.726,1269277.162,1103253.409,714439.7217,1039793.197,487403.1659,651586.5324,483757.3834,500964.3257,544460.8603,470062.6864,907810.5652,1438015.651,1534473.421,2095501.391,692221.2254,8415.633726,595229.6761,611159.3108,311006.8838,1145470.777,880053.7291,880067.9395,343509.6021,119328.7969,356286.9269,677078.0589,1186464.421,453178.2638,1625990.958,1233220.645,1319402.987,1089534.926,1310330.796,1115939.232,1577399.025,1365623.108,1529377.062,1863944.736,352264.6728,304981.972,200283.4286,493109.1515,847997.6721,562674.9247,695168.0666,708173.1337,1029927.947,1443044.505,1206104.905,211585.8172,305750.3076,323274.3725,1351749.837,840146.2772,1843467.039,934343.7782,1247732.769
83,21.34713333,526071.1379,573997.8835,429943.5678,377447.9622,431897.7617,509512.6531,172377.7232,1122556.827,1393896.807,1086885.456,223420.5008,243785.3782,247303.2891,527939.9447,470908.5366,511802.9024,303403.4882,317835.8407,286158.5836,142448.901,472645.33,772422.77,758459.4203,678965.5996,568842.3724,450818.443,584950.6599,576124.8603,505352.5529,406668.6297,528007.9758,518958.9046,171506.0016,692865.7504,647190.0672,753697.7978,389992.5211,740003.3289,620877.0755,657513.7473,545235.3823,659535.7044,645779.6461,669707.0495,545737.2289,188359.1615,760964.8437,797914.6264,702336.7786,393776.3609,368357.2203,461972.8745,354922.8795,348647.1569,311043.6474,523643.492,687463.2599,473593.1432,836296.2279,713284.7135,685070.1151,310266.5963,293841.2552,280998.0445,447777.1688,486075.3572,430449.211,153562.218,256514.7109,265382.3608,326590.0411,741944.9509,923996.5162,989868.9238,553503.4917,513953.5998,484608.8121,339708.2162,364421.674,266050.0523,235461.7763,215767.4211,173393.3329,311964.062,320390.4076,393773.2119,208551.7441,125416.4611,1283.027606,517962.3667,745646.7318,577954.6369,902435.4208,792752.3992,926043.8406,390290.842,355807.013,422475.8357,941522.0043,1067553.748,936767.47,234867.4064,473437.6156,545839.0951,473367.5769,768908.2549,716304.7211,707036.021,547927.8359,778888.8456,573000.7702,294965.0502,255285.6062,259232.318,314854.3395,237044.7988,76300.27683,615797.3459,611704.3289,605588.4374,633724.2854,648743.3269,578070.2524,437517.1937,483905.8028,213572.6604,136236.8746,700926.9129,178788.9064,796866.8824
56.09999847,21.3557,711196.4671,726056.6833,198603.9456,109404.3689,121600.1962,102807.2088,29350.75392,323598.2671,393560.9119,379251.288,40052.82649,32331.82453,43695.56606,611220.5005,120055.4147,228979.1425,33835.61266,81012.91448,240767.7952,25136.71719,125457.8471,259635.938,221615.0036,234555.3613,269539.3236,38630.83301,139036.074,107268.324,114772.6491,45733.65347,143385.7943,134914.2901,250648,327302.7605,373658.0058,410976.7051,136687.7809,285682.4283,264485.0705,150794.0297,160826.9646,154766.0216,151213.9801,194087.1299,138490.4087,279379.0408,292601.1699,283237.8914,211918.1019,152914.5865,89915.28203,90260.33413,101812.9947,132429.0684,117272.7072,136730.1078,332539.7663,245941.2481,271559.2943,312032.3911,171869.5072,87955.02458,192264.0212,89610.57397,246277.1729,238086.4019,222356.3559,284072.6396,101623.5022,158308.6758,104315.9126,260950.7727,351807.123,431932.4009,219466.2273,165201.5583,224269.1052,608079.5526,475704.1201,76845.24139,69931.57201,69474.02506,85323.46289,114863.8826,438250.3499,369923.8022,43192.78352,323701.7145,2985.162813,255112.6341,373316.0293,302467.2826,443241.2537,359950.9228,447296.3311,187489.333,180501.5797,228130.2262,368345.3874,515328.0591,447004.9758,449619.1248,236059.8277,235902.1596,251095.1869,334032.2485,348259.6063,359795.5179,212471.6228,386592.5059,297582.9682,151745.3267,130092.8969,146688.0704,157362.8872,124448.4159,147874.692,315994.6583,311527.6973,310048.7406,306148.5821,317205.9677,288852.0589,209842.3872,241027.5096,400395.4678,251924.0487,364683.8906,410139.3606,471121.3206
96,20.81505833,107844.3173,141201.3785,88809.61193,170775.13,212267.5602,228928.6317,245656.8639,187876.4419,192027.0417,211482.7278,65648.92326,108156.3527,85024.57275,62504.77354,73049.77207,95384.86124,171589.4936,151627.119,131928.1347,134253.2012,125363.9494,189388.1068,206243.4787,122098.4315,99879.2511,74048.70283,152935.2381,124062.4146,114402.9451,119535.7411,71033.56425,121043.5113,142927.2075,140002.9655,144120.8565,177873.2894,35557.58347,52079.27806,40879.49071,200763.4377,171181.2329,213921.6204,222772.1597,227100.1345,210014.4864,713000.0461,160732.2856,185477.2664,197387.004,72961.29433,68006.4019,86313.45009,46521.64545,49567.19815,61578.14224,143880.9237,122601.2083,86212.42932,218034.2693,213210.2427,264083.6212,104547.1844,95691.58098,107320.6419,145670.9369,185535.2562,155594.7891,229423.5664,92742.78363,105778.7338,126124.6688,140966.2565,167970.4077,175793.5878,137895.2785,122332.1271,146416.466,133396.7305,133008.4561,116469.5492,81857.45836,85119.83016,71087.36852,211150.7271,223103.7991,216856.1099,536402.4594,228963.0722,265.6037994,106099.2893,159414.5788,135880.0248,255775.4715,243296.011,270433.5823,15850.23109,124310.936,10485.68008,89872.05389,358878.2646,59624.54676,674862.2182,97900.752,122665.8395,111440.508,200689.8931,193041.7065,212764.474,181755.3338,220607.3344,194820.6218,64552.05265,103316.5402,108224.7315,117754.2811,110335.027,98458.80667,174090.6017,212297.1173,131114.7567,143219.3524,137333.2883,129315.0346,99219.51205,116992.9619,627940.1181,234368.8133,200929.5085,191578.2368,210041.7501
115,20.94704167,1006317.831,848944.7956,400205.4778,85694.02555,57370.16649,194049.3632,83516.63048,330244.7744,32469.04838,271898.5736,4222.178096,3988.898208,2886.808286,5730.606567,7492.379249,7159.837703,114998.6708,54666.79821,23525.29467,29778.75216,13910.77295,24309.27648,61578.11959,4626.50971,3332.98627,4893.8324,52286.49694,24915.05489,21798.68452,34192.74153,6522.218694,13207.96884,153823.9167,173991.9031,65807.31908,31131.46336,3815.352138,4461.416544,3071.385713,97917.78738,74467.86312,80536.76639,22439.02286,21649.92275,53779.40021,193238.4896,339903.3098,350972.1423,479645.2237,4334.85769,3466.129282,5140.761767,4160.730708,7153.563247,4389.367947,49753.03964,7731.262287,55611.99533,128969.2849,137063.2102,171161.8819,19885.13346,8915.03839,28094.32835,135365.1457,79888.30506,114254.8574,27830.27598,13762.09251,18357.36048,8937.735197,198835.337,251071.7799,154880.894,132357.098,81536.70108,134351.6568,26609.42296,55547.32366,31870.48282,45791.47813,53901.07233,48170.68343,97512.60879,184428.248,211566.3072,397764.1153,47130.16292,289.6796174,55385.71216,54392.947,29340.82262,117203.1619,75545.14252,72366.63004,3363.582353,2391.784465,1935.173108,30321.01333,14557.84655,10018.56257,274303.2759,181390.4475,196792.9609,160091.7726,248929.5277,156954.2108,217689.114,344564.5986,452254.8256,377316.6439,12407.51729,13109.6255,16575.19437,53859.63015,111847.093,69971.58069,67641.43833,66274.9272,137573.7863,299555.8784,149261.4104,14525.44634,28089.48545,37237.65317,251624.7871,135533.6327,382452.1798,204457.2022,170806.215
54,21.23424167,305884.2931,503045.757,117119.5211,127458.8629,114275.1299,125851.1517,87940.86294,211900.3814,241934.2377,193243.6767,61376.56636,65167.4713,56270.21732,126914.6294,102556.3129,118633.6634,132634.9635,89877.72622,61305.63232,94878.27143,115582.9446,166242.2409,149534.473,125584.4935,114974.5226,111843.0729,150559.7682,155349.196,129982.2883,103569.6307,120804.3565,126831.199,247427.215,180543.2987,154911.2025,191111.2949,94127.36586,174850.1057,138765.3385,158544.1249,132274.7546,136113.9994,160782.5417,165626.2521,149329.3548,115645.9587,284088.3119,274001.7422,190377.5673,92418.03465,101681.5632,126250.0193,70632.17022,96868.85716,91628.99436,145822.1292,173369.0255,140103.0698,209822.7935,165687.8523,246487.5251,86688.51018,68798.02164,72968.02202,157892.4643,155139.9736,141989.7847,231913.8845,68001.6057,50629.18951,78189.4542,317504.6391,224680.2417,214906.4297,144426.866,148215.9334,166278.1223,78519.90549,93607.03387,89810.47722,102953.6148,105275.6799,68953.53827,240393.8251,367900.8361,116372.2369,345166.948,68941.73112,1567.533398,111871.8789,120642.6734,75684.46016,187083.1596,126593.4844,164484.3345,69576.38521,74958.3506,69443.91502,220886.605,109507.9987,210551.9805,429586.3633,209902.7452,217492.6768,180364.3395,246409.2759,186051.7469,87497.08076,161708.1723,123851.7579,111384.0443,65825.53785,43983.69578,55783.76885,55914.84668,49415.30105,47547.71459,125418.6963,70425.5719,101835.1216,148402.4445,192144.4816,66957.76883,85645.60673,78114.81382,123439.622,66263.45276,349372.8822,182694.3293,199708.2105
93,21.35106667,120479.132,136830.9087,106011.8679,77304.34269,96721.02044,130246.0761,85366.69867,290238.0629,288337.4914,289408.7483,49200.87514,53936.77888,57931.90605,114644.8236,101189.7411,116764.0285,66259.11993,73726.97664,71195.20312,40436.81222,116709.1507,169861.5586,180116.8711,164595.9219,108117.1304,104062.5288,145443.3113,143090.0918,122415.8005,96419.68086,122762.6404,111011.1912,55587.46095,167917.0439,146913.2855,183511.3546,87040.167,171595.4768,136595.6125,162455.9065,122346.1544,124603.0074,172053.4968,165886.663,149153.6365,98680.95096,179302.685,195050.1258,167406.0134,73685.26796,84771.98325,120061.6416,73014.23509,80101.40529,56513.08866,123444.8487,153644.5877,111685.5813,213448.3633,178722.59,174851.374,74266.92595,66738.91975,61551.71033,115390.9225,128065.8304,116866.0253,60902.78456,60577.18357,68383.19119,74582.60505,189360.6653,248727.8633,230084.3313,128477.0701,119731.0293,110225.1383,73352.73105,75772.47655,63578.99744,60757.02977,63564.49098,48449.38936,83198.4098,76226.85758,83678.5381,85916.30686,70886.70184,280.5001526,125554.9802,161403.6239,151550.5734,209348.5868,173715.4847,210240.4889,106900.7492,104097.5004,116284.5538,228890.5241,239805.0938,217489.3155,86957.83271,100741.0226,149563.1046,98964.73407,195092.9211,166694.5643,164464.6224,145490.4977,189664.2784,142665.149,60563.63646,62223.05096,59222.42032,82548.56543,70571.11436,56228.29503,157033.3265,111949.058,149934.2367,169908.2489,154818.3357,161775.2216,111051.088,96043.86828,81427.66164,112756.5258,124448.9359,145436.7442,134074.7806
94,21.342225,183606.1654,186791.6016,130628.0089,83035.76164,94782.85478,125719.98,212047.3848,283385.4355,322761.3938,270020.226,40506.04777,47612.89248,42530.38178,82553.45747,59820.98611,70962.83959,140528.4306,100945.0547,80752.08533,113679.0471,86311.66309,100722.8949,138011.6754,123626.3511,115263.121,90540.90505,111962.5117,88694.59631,81704.07491,91875.59453,120219.712,83013.02233,156392.3892,141861.7837,125183.2794,144834.2575,61283.77756,128637.6851,108181.9948,114311.1187,93873.28298,120032.8478,130462.0081,123740.0207,117686.8015,289939.7914,162155.1071,168809.0802,208676.4767,79989.6893,89584.56958,98585.96207,46546.53506,53512.90753,52228.96884,77170.07278,99615.52688,74992.0827,181709.6941,161861.8017,171867.044,97400.20084,83755.3234,79841.20657,167436.7384,140088.8884,128804.2613,188223.2385,53662.88359,62295.32,82162.95273,250697.435,365695.8952,279810.3215,119905.961,111837.3949,97612.97302,59978.10329,71685.67138,49760.6686,62715.49385,49418.91758,47802.96166,104592.1548,110968.2721,101518.2863,209885.5595,135232.0056,163.0321698,120022.9507,154403.7269,132270.031,133209.082,138738.805,132811.6017,47301.02252,67143.13273,78472.83613,173279.4177,196935.8657,180223.3347,344398.4202,111921.1841,136093.2141,113520.0641,141149.7155,95867.22823,115012.3034,140056.0896,198407.9507,146327.5264,56271.79447,58148.896,65841.01182,75466.896,63168.45073,71027.19867,113121.176,94072.4954,119898.3416,152258.5793,129136.8702,90368.51551,62529.79768,82557.50358,296815.5253,299674.6398,130832.6105,165442.7404,164222.0978
145,20.9283,796175.914,655586.9173,290911.684,62663.74866,32554.69138,141197.8979,53431.09552,243939.4436,19444.13707,192173.2677,354.0777271,222.1727694,32.9738401,228.4867231,290.2233456,0,77466.58698,34335.1626,11698.04853,17533.77104,3647.972154,13112.72131,29927.41167,191.4036255,143.8259626,0,36527.48767,13076.544,18203.60341,14567.54119,375.7871939,4607.003196,109503.5751,125905.0653,38184.91464,19214.70428,0,376.8490756,0,66097.85722,51589.45056,55469.98747,5223.034338,13282.31148,34989.10727,91211.45979,247572.2997,260546.5013,364964.1167,442.9602759,443.3464499,384.7526367,920.4179077,1318.566187,2452.533647,27650.2832,2707.255458,36566.71582,84130.16927,95906.60857,118893.6117,15089.641,6273.048158,12169.47015,93291.51042,52704.27267,77076.67687,66478.91851,7325.903605,3365.319237,2422.67638,147457.8408,180671.6206,112029.8261,93744.40248,53676.31853,90584.29802,15434.45642,35375.30661,18801.48842,27758.19014,38014.74025,27728.72428,64509.43033,128456.9524,149429.5115,79750.64586,28200.47967,51.52093506,34388.3047,31096.53823,17365.78448,73905.62871,46543.43826,37684.26551,268.1613195,347.1142672,85.81631158,17254.05589,2457.731139,880.2193316,149672.009,117014.1726,127335.6631,101947.4254,165832.22,93829.15143,131614.2054,232635.222,289756.6323,249689.8944,2651.731884,7726.5622,8716.140632,32193.46492,77000.01653,41653.99832,39198.59163,37306.9275,85566.78206,202752.3991,109603.2614,9141.154703,14192.42123,20598.27,139670.7908,60297.82831,259787.7906,135110.5905,109965.7015
